證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"8480","泰昇-KY","17,022","2,216,893","130.50","131.00","129.50","131.00","+2.50","14"
"8481","政伸","3,206","168,653","52.70","52.70","52.50","52.70","+0.30","5"
"8482","商億-KY","96,000","9,845,000","102.00","104.00","101.00","102.00","+1.50","89"
"8488","吉源-KY","13,000","179,550","13.75","13.95","13.70","13.85"," 0.00","7"
"8497","格威傳媒","3,000","202,200","67.40","67.40","67.40","67.40","+0.10","3"
"8499","鼎炫-KY","169,012","15,256,809","88.90","91.60","88.90","90.30","+2.00","151"
"8926","台汽電","1,152,209","37,508,332","32.50","32.70","32.40","32.50","+0.15","548"
"8940","新天地","118,227","1,021,079","8.60","8.70","8.56","8.65","+0.09","42"
"8996","高力","3,174,262","204,497,068","65.60","66.00","63.30","63.40","-0.90","2,124"
"9103","美德醫療-DR","1,276,000","4,659,330","3.80","3.80","3.56","3.61","-0.15","196"
"910322","康師傅-DR","4,000","109,400","27.30","27.60","27.15","27.15","-0.30","4"
"910482","聖馬丁-DR","993,127","269,159","0.27","0.28","0.26","0.28","+0.02","27"
"9105","泰金寶-DR","3,463,298","9,134,422","2.67","2.68","2.61","2.61","-0.03","433"
"910861","神州-DR","34,000","275,300","8.11","8.11","8.00","8.00","+0.20","7"
"9110","越南控-DR","47,000","65,520","1.39","1.40","1.39","1.40"," 0.00","9"
"911608","明輝-DR","50,000","59,150","1.15","1.20","1.12","1.17","+0.01","15"
"911616","杜康-DR","80,000","69,300","0.87","0.88","0.86","0.86"," 0.00","36"
"911622","泰聚亨-DR","0","0","0.00","0.00","0.00","0.00"," 0.00","0"
"911868","同方友友-DR","40,000","37,670","0.99","0.99","0.93","0.99"," 0.00","12"
"912000","晨訊科-DR","34,000","60,640","1.79","1.79","1.78","1.78"," 0.00","5"
"912398","友佳-DR","51,000","135,280","2.67","2.84","2.64","2.84","+0.15","4"
"9136","巨騰-DR","327,000","2,626,240","8.20","8.20","7.91","8.09","+0.09","77"
"9188","精熙-DR","123,000","298,340","2.41","2.45","2.40","2.41","-0.01","28"
"9802","鈺齊-KY","5,473,406","506,795,183","91.20","94.40","90.50","93.80","+4.20","3,616"
"9902","台火","167,089","1,426,201","8.60","8.60","8.50","8.59","+0.05","83"
"9904","寶成","12,157,976","333,941,962","27.80","27.85","27.20","27.20","-0.60","5,395"
"9905","大華","63,000","1,288,650","20.35","20.60","20.35","20.60","+0.25","32"
"9906","欣巴巴","140,676","2,971,084","20.30","21.25","20.00","21.20","+0.90","58"
"9907","統一實","2,349,429","20,758,116","8.71","8.94","8.63","8.87","+0.28","797"
"9908","大台北","140,209","4,193,261","30.00","30.00","29.75","30.00"," 0.00","104"
"9910","豐泰","2,804,169","445,228,871","155.00","164.00","154.00","159.00","+5.00","1,974"
"9911","櫻花","256,060","11,737,610","45.60","46.10","45.60","46.10","+0.55","186"
"9912","偉聯","37,352","231,931","6.30","6.30","6.15","6.25","-0.05","28"
"9914","美利達","3,320,930","515,081,340","153.50","160.00","152.00","157.00","+8.50","2,528"
"9917","中保科","58,065","5,076,602","88.00","88.00","87.10","87.50","-0.50","65"
"9918","欣天然","7,001","232,133","33.00","33.25","33.00","33.25","+0.25","7"
"9919","康那香","73,069,805","1,831,402,983","25.00","25.40","24.20","25.40","+2.30","25,440"
"9921","巨大","4,689,792","769,483,254","163.00","172.00","158.00","165.50","+8.50","3,208"
"9924","福興","97,000","3,742,850","38.55","38.80","38.50","38.75","+0.30","75"
"9925","新保","170,031","6,105,759","36.05","36.05","35.70","36.00","+0.05","113"
"9926","新海","5,960","242,553","41.10","41.10","41.05","41.05","+0.05","8"
"9927","泰銘","58,754","1,777,117","30.25","30.35","30.20","30.35","+0.15","47"
"9928","中視","3,299","11,124","3.40","3.40","3.38","3.38","+0.16","7"
"9929","秋雨","27,938","301,731","10.70","10.95","10.65","10.95","+0.10","21"
"9930","中聯資源","113,521","4,917,707","43.90","44.15","43.15","43.25","-0.20","102"
"9931","欣高","10,161","389,839","38.50","38.50","38.15","38.45"," 0.00","12"
"9933","中鼎","2,266,163","70,330,583","31.40","31.45","30.85","31.00"," 0.00","1,765"
"9934","成霖","431,416","5,397,968","12.50","12.55","12.45","12.50"," 0.00","159"
"9935","慶豐富","1,197,005","28,681,665","24.35","24.50","23.70","23.70","-0.35","590"
"9937","全國","6,375","276,262","43.35","43.35","43.35","43.35"," 0.00","6"
"9938","百和","4,117,023","266,279,392","63.20","65.80","63.10","65.00","+2.20","2,595"
"9939","宏全","1,254,820","64,270,929","50.80","51.50","50.80","51.30","+0.70","689"
"9940","信義","276,956","6,926,635","24.90","25.20","24.70","25.20","+0.50","194"
"9941","裕融","539,724","51,621,260","95.00","96.70","94.60","96.20","+1.80","428"
"9941A","裕融甲特","16,145","848,211","52.40","52.70","52.30","52.70","+0.20","20"
"9942","茂順","43,500","2,832,800","65.00","65.30","65.00","65.30","+1.10","41"
"9943","好樂迪","498,486","30,111,140","60.90","60.90","59.80","60.90"," 0.00","367"
"9944","新麗","9,548,880","203,105,488","21.00","22.05","20.25","20.50","+0.40","4,591"
"9945","潤泰新","6,044,024","263,109,676","43.00","43.95","42.90","43.95","+1.20","3,133"
"9946","三發地產","618,578","10,026,003","16.00","16.60","15.60","16.50","-0.05","229"
"9955","佳龍","245,177","3,825,510","15.80","15.85","15.45","15.70"," 0.00","124"
"9958","世紀鋼","4,199,043","342,590,843","80.50","82.50","80.10","82.50","+2.50","2,788"
